610.361,3489.99,115,156.204
614.725,3488.99,115,157.325
609.624,3493.64,115,156.015
609.368,3486.64,115,155.949
609.624,3469.87,115,156.014
606.653,3461.4,115,155.251
607.387,3458.37,115,155.44
604.259,3476.74,115,154.636
606.074,2105.15,115,155.102
598.393,1940.64,115,153.129
607.218,1862.54,115,155.396
598.917,1882.1,115,153.263
609.805,1808.33,115,156.061
604.472,1767.99,115,154.691
601.625,1690.89,115,153.959
601.782,1643.7,115,153.999
600.378,1586.31,115,153.639
596.521,1544.56,115,152.648
598.342,1495.91,115,153.116
598.396,1461.2,115,153.13
596.501,1399.27,115,152.643
593.971,1352.89,115,151.993
590.352,1316.72,115,151.063
591.207,1280.58,115,151.282
587.991,1253.77,115,150.456
578.789,1244.8,115,148.091
584.763,1212.62,115,149.627
580.196,1186.94,115,148.453
576.156,1174.38,115,147.415
576.916,1153.44,117.991,145.782
572.624,1145.48,119.474,143.824
566.928,1120.07,124.229,139.644
567.905,1111.94,125.703,139.006
559.808,1080.82,131.745,133.717
561.891,1065.62,134.493,132.593
560.215,1052.55,137.011,130.813
556.421,1039.02,139.756,128.509
553.11,1050.54,137.763,128.954
551.771,1039.97,139.847,127.542
547.148,1045.28,139.092,127.031
539.81,1037.56,141.006,124.556
536.606,1049.89,138.766,125.068
536.606,1037.64,141.18,123.83
537.51,1051.93,138.316,125.484
532.499,1057.92,137.387,124.922
530.277,1060.44,136.994,124.656
531.352,1064.44,136.141,125.308
531.222,1068.31,135.376,125.663
528.683,1073.52,134.443,125.585
521.447,1082.87,132.845,124.791
517.169,1082.42,133.103,123.727
516.574,1095.57,130.41,124.862
517.083,1100.15,129.448,125.43
516.553,1088.21,131.932,124.142
512.335,1093.6,130.961,123.651
511.179,1091.11,131.521,123.133
507.545,1098.65,130.06,122.978
508.324,1081.01,133.744,121.485
505.063,1092.88,131.362,121.832
501.516,1097.57,130.481,121.42
500.544,1084.89,133.221,119.998
500.187,1096.27,130.802,120.977
498.377,1104.94,129.001,121.348
492.539,1089.51,132.522,118.51
492.299,1071.28,136.487,116.778
494.329,1116.31,126.655,121.416
489.696,1096.1,131.182,118.431
488.721,1071.95,136.498,115.995
481.321,1121.43,125.825,118.682
478.273,1110.68,128.299,116.973
475.025,1105.6,129.527,115.731
473.125,1061.62,139.504,111.408
473.619,1089.67,133.162,113.987
467.538,1082.85,134.933,111.939
462.198,1082.65,135.188,110.648
458.643,1097.3,131.924,111.043
456.986,1102.6,130.743,111.09
456.581,1128.01,124.822,113.138
455.987,1142.2,121.513,114.188
449.499,1095.33,132.668,108.792
448.834,1082.57,135.679,107.735
443.375,1139.28,122.279,112.443
424.735,1124.12,125.865,111.183
426.857,2826.91,115,115
421.485,2680.86,115,115
420.717,2805.14,115,115
419.755,2786.89,115,115
417.715,2782.44,115,115
412.878,2716.68,115,115
420.356,2740.02,115,115
414.985,2743.78,115,115
413.296,2736.61,115,115
410.22,2724.47,115,115
409.12,2713.65,115,115
409.558,2710.12,115,115
401.374,2702.2,115,115
409.319,2689.77,115,115
405.699,2674.47,115,115
403.288,2667.32,115,115
398.26,2652.1,115.805,115
400.189,2645.72,115,115
393.688,2627.62,117.92,115
393.696,2615.8,117.915,115
398.439,2607.66,115.722,115
392.899,2589.55,118.284,115
385.046,2580.37,121.916,115
385.985,2572.99,121.482,115
382.589,2559.27,123.052,115
384.23,2549.73,122.294,115
385.525,2550.56,121.695,115
379.431,2528.23,124.513,115
385.26,2528.99,121.817,115
379.126,2502.86,124.654,115
376.641,2492.57,125.803,115
372.327,2484.39,127.799,115
373.834,2459.92,127.102,115
371.105,2451.44,128.364,115
369.718,2444.73,129.006,115
363.781,2435.06,131.751,115
366.785,2412.93,130.362,115
365.569,2403.2,130.924,115
355.994,2384.09,135.353,115
364.135,2368.52,131.588,115
358.284,2359.51,134.294,115
361.659,2351.43,132.733,115
356.253,2333.1,135.233,115
354.46,2314.89,136.062,115
357.011,2302.77,134.882,115
351.854,2285.95,137.268,115
352.304,2257.8,137.059,115
350.146,2245.78,138.058,115
350.129,2211.65,138.065,115
347.014,2176.36,139.506,115
346.564,2163.44,139.714,115
349.113,2114.22,138.535,115
346.054,2092.01,139.95,115
346.987,1985.04,139.518,115
347.475,1889.74,139.293,115
346.851,1816.01,139.581,115
341.808,1776.61,141.914,115
344.199,1758.31,140.808,115
344.568,1739.29,140.637,115
343.675,1677.03,141.05,115
344.626,1611.94,140.61,115
347.371,1536.82,139.341,115
341.601,1470.7,142.009,115
347.399,1439.59,139.328,115
347.51,1412.31,139.276,115
344.185,1391.09,140.814,115
343.502,1378.32,141.13,115
349.368,1366.19,138.417,115
349.374,1344.9,138.414,115
347.255,1343.51,139.395,115
349.608,1333.73,138.306,115
347.027,1311.57,139.5,115
346.521,1311.4,139.734,115
356.2,1302.44,135.257,115
342.977,1306.34,141.373,115
350.664,1308.69,137.818,115
359.237,1400.71,133.853,115
337.038,1384.59,144.12,115
4015.35,1372.3,115,300
4030.2,1361.22,115,300
4027.01,1338.12,115,300
4031.7,1328.11,115,300
4029.87,1209.42,115,300
4015.1,1145.73,112.979,294.249
4014.37,1130.33,111.699,290.604
4022.97,1106.6,109.728,284.994
4016.17,1088.18,108.199,280.644
1303.04,1070.91,106.769,276.573
987.742,1045.17,114.727,228.523
803.72,1021.76,126.762,182.44
718.721,996.428,135.292,159.751
646.892,975.22,143.945,141.316
614.652,957.401,149.606,132.281
618.864,947.487,150.794,132.005
667.866,943.478,146.528,141.77
695.904,929.34,145.5,145.734
738.348,913.304,142.706,152.186
778.941,896.262,139.625,157.834
810.64,882.148,136.859,161.917
827.126,875.199,135.238,164.03
864.075,850.565,131.711,167.068
892.394,840.005,128.142,170.591
905.832,821.255,126.817,169.79
933.049,816.406,122.743,173.893
953.958,794.584,119.763,173.631
969.576,787.519,117.224,175.066
969.765,771.225,117.285,172.009
960.118,784.915,118.841,172.911
956.54,785.552,119.439,172.401
944.835,783.463,121.453,169.958
954.615,3297.3,115,244.658
944.898,3280.31,115,242.161
952.11,3267.32,115,244.014
953.969,3245.27,115,244.492
952.85,3226.14,115,244.204
925.536,3212.26,115,237.186
894.377,3191.79,115,229.18
871.652,3185.07,115,223.341
868.234,3072.92,115,222.463
849.786,2768.54,115,217.723
836.012,2711.98,115,214.184
823.481,2704.08,115,210.964
827.92,2682.74,115,212.104
810.033,2669.68,115,207.508
804.968,2652.96,115,206.207
799.903,2636.14,115,204.906
789.594,2622.75,115,202.257
795.42,2599.73,115,203.754
789.216,2583.56,115,202.16
784.628,2568.1,115,200.981
783.595,2552.87,115,200.715
784.346,2542.19,115,200.908
778.551,2516.76,115,199.419
777.732,2503.39,115,199.209
780.826,2485.28,115,200.004
774.933,2470.59,115,198.49
781.159,2454.05,115,200.09
781.159,2437.82,115,200.09
774.111,2443.3,115,198.278
766.877,2421.13,115,196.42
773.374,2413.16,115,198.089
761.62,2382.64,115,195.069
758.081,2395.01,115,194.16
766.383,2626.48,115,196.293
757.875,2661.83,115,194.107
754.536,3383.79,115,193.249
754.108,3359.01,115,193.139
753.164,3343.09,115,192.896
749.018,3341.12,115,191.831
747.948,3323.01,115,191.556
747.075,3307.04,115,191.332
746.228,3272.45,115,191.114
744.448,3260.4,115,190.657
745.134,3236.52,115,190.833
741.656,3236.57,115,189.94
741.927,3196.58,115,190.009
736.3,2074.4,115,188.563
735.915,1981.25,115,188.464
733.782,1881.42,115,187.916
733.278,1857.11,115,187.787
731.424,1842.32,115,187.31
734.456,1778.21,115,188.089
728.834,1694.09,115,186.645
728.341,1671.06,115,186.518
726.621,1598.18,115,186.076
723.708,1524.54,115,185.328
721.58,1470.44,115,184.781
718.639,1404.7,115,184.025
709.842,1354.42,115,181.765
709.008,1303.68,115,181.551
703.775,1264.85,115,180.206
703.819,1202.59,115,180.217
699.117,1161.48,116.076,177.846
693.467,1129.41,120.221,172.071
688.283,1091.74,125.234,165.746
680.971,1052.67,130.706,158.836
678.526,1019.75,135.254,153.956
672.753,1014.18,136.4,151.935
669.408,989.743,140.003,148.038
660.032,964.21,144.375,142.755
651.515,956.781,146.231,140.012
645.469,944.012,148.691,137.157
643.456,922.497,152.094,134.094
635.973,922.284,152.944,132.538
627.659,923.077,153.73,130.933
615.974,901.926,158.402,126.071
606.814,913.804,157.531,125.602
604.127,911.456,158.224,124.789
594.703,895.389,162.029,121.079
588.455,913.216,159.709,121.816
578.692,928.194,158.164,121.473
568.157,947.353,155.805,121.356
563.855,950.728,155.608,120.812
553.164,952.911,156.233,118.789
547.253,958.517,155.728,118.118
550.909,963.639,154.414,119.424
543.845,973.545,153.148,118.93
540.553,986.054,151.001,119.49
535.154,998.708,148.947,119.584
527.371,1005.41,148.193,118.53
528.257,1035.72,142.055,121.729
525.748,1012.17,146.95,118.835
521.366,1030.26,143.577,119.622
514.426,1027.59,144.557,117.789
511.392,1030.1,144.227,117.341
509.009,1044.86,141.289,118.203
502.158,1056.4,139.218,117.708
502.01,1057.82,138.923,117.807
496.32,1064.39,137.794,117.089
493.498,1060.6,138.745,116.079
483.705,1086.69,133.46,116.138
481.486,1084.59,134.008,115.419
478.857,1094.88,131.811,115.708
475.088,1082.92,134.626,113.744
465.82,1115.24,127.581,114.324
462.673,1103.23,130.426,112.524
456.328,1118.81,126.977,112.298
454.092,1134.03,123.456,113.026
453.462,1082.35,135.597,108.541
446.15,1075.41,137.366,107.142
450.472,1120.97,126.6,111.037
447.075,1115.15,127.987,110.437
444.654,1134.69,123.365,112.061
439.691,1171.65,115,115
437.08,1173.06,115,115
435.191,1141.24,121.816,112.605
427.539,1141.55,121.742,112.631
431.205,1135.49,123.176,112.127
431.53,1136.45,122.948,112.207
429.756,1124.38,125.805,111.204
425.145,2788.3,115,115
422.798,2771.12,115,115
423.323,1113.46,128.386,110.297
415.564,2985.59,115,115
415.703,2705.22,115,115
410.822,2224.64,115,115
407.649,2176.4,115,115
406.683,2166.91,115,115
402.012,2206.75,115,115
403.345,2394.61,115,115
402.422,2881.74,115,115
399.134,2569.5,115.4,115
400.183,2829.82,115,115
401.451,2802.02,115,115
397.394,2727.63,116.205,115
390.347,2713.71,119.465,115
388.6,2684.02,120.272,115
393.298,2659.74,118.1,115
388.446,2649.67,120.344,115
382.787,2629.86,122.961,115
379.308,2599.9,124.57,115
378.16,2587.81,125.101,115
380.208,2549.54,124.154,115
378.122,2463.39,125.118,115
375.328,2400.78,126.411,115
375.486,2376.97,126.338,115
372.421,2367.82,127.755,115
370.282,2356.94,128.745,115
369.722,2341.19,129.003,115
369.956,2332.11,128.895,115
369.548,2313.97,129.084,115
370.504,2306.82,128.642,115
364.8,2296.57,131.28,115
364.547,2259.38,131.397,115
364.583,2231.12,131.38,115
362.385,2249.14,132.397,115
361.671,2370.27,132.727,115
361.043,2357.2,133.018,115
360.899,2169.77,133.084,115
360.306,2217.43,133.358,115
358.871,2204.32,134.022,115
360.831,2318.5,133.115,115
356.788,2188.42,134.986,115
361.706,2172.42,132.711,115
358.293,2318.17,134.289,115
355.489,2139.14,135.586,115
357.012,2284.22,134.882,115
351.328,2273.86,137.511,115
356.716,2089.79,135.019,115
355.701,1718.68,135.488,115
358.503,1620.42,134.192,115
356.628,1590.07,135.06,115
355.454,1576.97,135.603,115
355.792,1564.21,135.446,115
362.446,1541.29,132.369,115
357.565,1524.08,134.626,115
358.48,1515.62,134.203,115
359.407,1504.72,133.774,115
358.838,1486.73,134.037,115
362.431,1468.4,132.376,115
365.613,1460.22,130.904,115
365.593,1440.04,130.913,115
364.262,1435.01,131.529,115
361.573,1413.9,132.773,115
367.162,1418.72,130.187,115
367.092,1418.64,130.22,115
367.562,1431.37,130.003,115
377.145,1437.19,125.57,115
364.478,1440.01,131.429,115
361.09,1442.08,132.996,115
359.681,1429.43,133.648,115
351.088,1434.69,137.622,115
4223.89,1422.77,115,300
4222.45,1415.24,115,300
4255.6,1404.75,115,300
4202.65,1404.18,115,300
4214.25,1402.24,115,300
5347.01,1402.47,115,300
5335.83,1872.41,115,300
5335.04,1661.63,115,300
1771.66,1674.03,115,300
